50 50
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,10,8,8,8,8,8,8,8,8,8,8,8,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,10,9,43,43,43,43,43,43,43,43,44,43,43,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,10,9,43,43,43,43,48,49,50,43,43,44,43,43,4,5,5,5,5,5,5,5,5,10,8,8,8,8,8,8,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,10,9,43,48,49,49,49,60,52,53,71,64,44,43,43,4,5,5,5,5,5,5,5,5,6,43,43,63,63,43,44,7,8,8,8,8,8,11,5,5,5,5,5,5,5,5,
5,5,5,5,6,43,63,51,52,62,52,62,52,53,64,63,43,43,43,4,10,8,8,8,8,8,8,8,9,43,43,43,43,44,44,16,17,18,19,20,44,7,11,5,5,5,5,5,5,5,
5,5,5,5,6,63,43,51,52,57,55,58,52,53,64,63,43,1,2,13,6,43,43,43,43,44,43,43,43,63,63,43,44,43,44,21,22,23,24,25,44,44,7,11,5,5,5,5,5,5,
5,5,5,5,6,43,64,51,52,59,49,60,62,59,49,50,63,4,5,5,6,43,44,44,44,44,44,44,63,64,43,44,44,63,63,26,27,28,29,30,44,44,43,7,11,5,5,5,5,5,
5,5,5,5,6,43,44,51,52,62,52,52,52,62,52,53,63,4,5,5,6,48,49,49,49,50,63,64,63,64,44,63,63,64,64,31,32,45,33,34,63,43,43,44,4,5,5,5,5,5,
5,5,5,5,6,43,44,54,55,55,55,55,55,58,52,53,43,4,5,5,6,51,52,52,52,53,71,63,64,43,63,64,63,63,64,35,36,46,37,38,64,64,63,43,4,5,5,5,5,5,
5,5,5,5,6,63,43,44,43,43,43,64,63,51,52,53,1,13,5,10,9,51,52,57,55,56,64,63,44,63,63,63,44,64,64,39,40,47,41,42,64,63,44,44,4,5,5,5,5,5,
5,5,5,5,6,63,44,44,44,44,63,64,43,51,62,53,4,5,5,6,63,51,52,53,43,43,63,64,44,64,64,44,43,64,64,64,48,49,50,64,64,43,44,44,4,5,5,5,5,5,
5,5,5,5,6,63,43,44,64,64,63,63,43,51,62,53,4,5,5,6,43,51,61,53,43,43,63,44,44,63,43,43,44,64,64,64,51,52,53,64,63,44,1,2,13,5,5,5,5,5,
5,5,5,5,12,2,2,2,3,64,44,43,43,51,52,53,7,8,8,9,63,51,52,53,43,63,64,44,43,64,63,64,64,63,64,44,51,62,53,64,43,63,4,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,63,44,43,43,51,62,53,43,43,63,43,64,51,61,53,43,64,63,44,44,43,63,64,64,64,43,44,51,52,53,63,43,63,4,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,64,44,43,43,51,52,59,49,49,49,49,49,60,52,53,64,63,44,63,63,44,44,64,63,43,44,44,51,62,53,43,63,64,4,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,64,64,44,64,51,62,62,52,52,52,52,52,52,52,53,64,63,44,65,66,67,44,43,43,44,44,44,51,52,53,43,64,63,7,11,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,64,63,44,64,51,52,57,55,55,55,55,55,55,55,56,63,44,44,68,69,70,44,44,43,44,44,63,51,52,59,49,49,50,63,4,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,43,63,44,64,51,62,53,64,63,63,43,43,43,43,43,44,44,64,48,49,50,63,44,43,44,43,63,51,61,52,52,62,53,44,4,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,43,63,44,64,51,52,53,63,63,43,44,44,44,44,44,64,48,49,60,61,53,64,44,43,44,43,43,54,55,55,58,52,53,43,4,5,5,5,5,5,5,
5,5,5,5,5,10,8,8,9,63,63,44,64,51,52,53,64,44,44,63,63,43,64,63,64,51,61,52,61,53,63,44,44,44,44,44,63,44,63,51,61,53,44,7,11,5,5,5,5,5,
5,5,5,5,5,6,43,43,43,64,44,44,63,51,52,53,43,44,64,63,64,63,64,63,64,51,52,57,55,56,64,44,43,63,43,44,44,71,44,51,52,53,44,44,4,5,5,5,5,5,
5,5,5,5,5,6,43,64,44,44,44,64,63,51,52,53,64,44,63,1,2,2,3,64,63,51,52,53,64,64,43,44,63,48,49,49,49,49,49,60,62,53,43,43,4,5,5,5,5,5,
5,5,5,5,5,6,43,63,44,44,63,63,64,51,52,53,43,44,64,4,5,5,6,43,63,51,61,53,63,64,44,44,63,51,62,61,52,61,52,52,62,53,44,43,4,5,5,5,5,5,
5,5,5,5,5,6,43,63,64,44,64,64,64,51,52,53,63,44,63,4,5,5,6,44,64,51,52,53,63,64,44,43,64,51,61,57,55,55,55,55,55,56,43,43,4,5,5,5,5,5,
5,5,5,5,5,6,43,43,63,44,44,44,44,51,62,53,64,44,64,7,8,8,9,43,63,51,52,53,63,43,44,63,64,51,61,53,43,44,44,44,43,63,43,44,4,5,5,5,5,5,
5,5,5,5,5,12,2,2,3,64,64,44,44,51,52,53,43,44,71,63,43,43,44,44,63,51,61,53,43,43,44,64,63,51,52,53,44,44,1,2,2,2,2,2,13,5,5,5,5,5,
5,5,5,5,5,5,5,5,6,63,64,64,64,51,52,53,43,63,64,64,48,49,49,49,49,60,52,53,43,43,44,63,64,51,61,53,44,43,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,10,8,8,9,48,49,49,49,60,61,53,63,44,63,43,51,52,61,61,52,52,62,53,43,44,63,64,63,51,52,53,43,43,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,6,43,43,43,51,52,52,61,52,52,53,43,44,64,44,51,52,57,55,55,55,55,56,43,44,64,63,64,51,61,53,44,43,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,6,43,44,43,51,61,57,55,55,55,56,44,44,63,43,51,62,53,43,44,44,43,44,44,63,64,64,64,51,52,53,43,43,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,6,43,44,44,51,52,53,43,43,63,64,44,43,64,64,51,61,59,49,49,49,50,43,43,44,63,64,63,51,61,53,44,44,7,8,8,8,11,5,5,5,5,5,5,5,
5,5,5,5,5,6,43,43,44,51,61,53,43,44,63,63,44,43,44,63,51,52,52,61,62,62,53,43,63,44,64,64,64,51,52,53,44,44,63,63,44,44,7,11,5,5,5,5,5,5,
5,5,5,5,5,6,43,63,44,51,61,53,43,63,63,63,43,44,43,63,54,55,55,55,58,62,53,63,43,44,63,64,63,51,61,59,49,49,49,49,49,50,43,4,5,5,5,5,5,5,
5,5,5,5,5,6,43,63,44,51,62,53,64,63,64,44,43,44,43,43,43,43,43,43,51,52,53,64,63,44,43,63,48,60,52,61,62,52,61,52,62,53,43,4,5,5,5,5,5,5,
5,5,5,5,5,6,44,63,63,51,52,53,64,44,44,43,44,44,44,43,44,44,44,44,51,62,53,64,43,44,43,43,51,62,57,55,55,55,55,58,52,53,43,4,5,5,5,5,5,5,
5,5,5,5,5,6,44,44,63,51,61,53,64,43,43,43,43,43,43,43,64,43,43,43,51,52,53,43,43,44,44,43,51,52,53,43,65,66,67,51,61,53,43,4,5,5,5,5,5,5,
5,5,5,5,5,6,43,44,63,51,52,59,49,49,49,49,49,49,49,49,49,49,49,49,60,62,59,49,49,49,49,49,60,52,53,43,68,69,70,51,62,53,43,4,5,5,5,5,5,5,
5,5,5,5,5,6,43,44,43,51,52,61,61,62,62,61,61,61,52,52,62,52,52,52,62,52,62,61,61,62,61,62,61,52,59,49,49,49,49,60,57,56,1,13,5,5,5,5,5,5,
5,5,5,5,5,6,43,44,44,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,58,52,61,52,61,62,52,57,56,1,13,5,5,5,5,5,5,5,
5,5,5,5,5,12,3,43,63,44,44,44,43,44,43,43,43,43,44,44,44,44,44,44,44,44,44,43,43,43,44,63,54,55,55,55,55,55,55,63,1,13,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,12,2,2,3,63,63,63,63,43,44,44,44,44,44,43,43,43,43,43,43,43,43,1,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
